Ag-11-s -19.23861888
Ag-11-t -19.23672828
Ag-11-u -19.12077811
Ag-11-v -19.1017086
Ag-11-x -18.91395609
Ag-12-a -22.18989593
Ag-12-b -22.12874901
Ag-12-c -22.12598655
Ag-12-f -22.08000961
Ag-12-g -21.99811399
Ag-12-i -21.99398029
Ag-12-j -21.98208595
Ag-12-k -21.80744653
Ag-12-lit -22.29025028
Ag-12-l -21.73137701
Ag-12-m -21.67804313
Ag-12-n -21.67071565
Ag-12-o -21.61308969
Ag-12-p -21.45955295
Ag-12-q -21.40614206
Ag-12-s -21.31827969
Ag-12-t -21.1378645
Ag-12-u -21.05400422
Ag-12-v -20.93558632
Ag-12-w -20.92583458
Ag-12-x -20.64843929
Ag-13-aa -22.99990433
Ag-13-a -24.22573984
Ag-13-b -24.20769583
Ag-13-e -24.14633369
Ag-13-f -24.11374518
Ag-13-g -24.10351383
Ag-13-h -24.00661633
Ag-13-j -23.87208196
Ag-13-k -23.86634746
Ag-13-lit -24.29263001
Ag-13-l -23.73012975
Ag-13-m -23.68027694
Ag-13-n -23.67595654
Ag-13-o -23.65343759
Ag-13-p -23.64228809
Ag-13-q -23.56785129
Ag-13-r -23.55316259
Ag-13-s -23.5359893
Ag-13-t -23.26431083
Ag-13-u -23.15157198
Ag-13-v -23.13609899
Ag-13-w -23.12014797
Ag-13-x -23.10655615
Ag-13-y -22.86631154
Ag-14-a -26.80547788
Ag-14-c -26.2481134
Ag-14-d -26.22585773
Ag-14-e -26.1960013
Ag-14-f -26.10829991
Ag-14-g -26.01637205
Ag-14-h -26.00104279
Ag-14-i -25.96236571
Ag-14-j -25.85381541
Ag-14-k -25.80954019
Ag-14-lit -26.8661612
Ag-14-l -25.80461074
Ag-14-m -25.79085137
Ag-14-n -25.78010958
Ag-14-o -25.77071425
Ag-14-p -25.71264714
Ag-14-q -25.70809933
Ag-14-r -25.6762737
Ag-14-s -25.65469392
Ag-14-t -25.48281088
Ag-14-u -25.38953571
Ag-14-v -25.29107888
Ag-14-w -25.25001444
Ag-14-x -25.20117023
Ag-14-y -25.01601323
Ag-15-a -28.71741495
Ag-15-c -28.58458238
Ag-15-d -28.51290261
Ag-15-e -28.46698322
Ag-15-f -28.44845024
Ag-15-g -28.44810031
Ag-15-h -28.42832355
Ag-15-i -28.42588424
Ag-15-j -28.30981647
Ag-15-k -28.25057188
Ag-15-lit -28.71741495
Ag-15-l -28.13131685
Ag-15-m -28.05996432
Ag-15-n -28.03237318
Ag-15-o -27.97517563
Ag-15-p -27.95757691
Ag-15-q -27.8658998
Ag-15-r -27.84339708
Ag-15-s -27.80995211
Ag-15-t -27.80794385
Ag-15-u -27.64111233
Ag-15-v -27.50351184
Ag-15-w -27.43180317
Ag-15-x -27.29741691
Ag-16-a -30.94489811
Ag-16-b -30.87487717
Ag-16-c -30.8040394
Ag-16-d -30.71219803
Ag-16-e -30.66366406
Ag-16-f -30.64798998
Ag-16-g -30.6383559
Ag-16-h -30.62822515
Ag-16-i -30.6067127
Ag-16-j -30.5980679
Ag-16-k -30.58658036
Ag-16-lit -30.76148464
Ag-16-l -30.58631834
Ag-16-m -30.57890949
Ag-16-n -30.42280518
Ag-16-o -30.40952673
Ag-16-p -30.40941698
Ag-16-q -30.3955918
Ag-16-r -30.36889496
Ag-16-s -30.34738741
Ag-16-t -30.31968124
Ag-16-u -30.29480099
Ag-16-v -30.28530463
Ag-16-w -30.09081119
Ag-16-x -29.36177889
Ag-16-y -29.00005765
Ag-17-a -33.31544524
Ag-17-b -33.29652317
Ag-17-e -33.1056672
Ag-17-f -32.96907511
Ag-17-g -32.9578961
Ag-17-h -32.93454471
Ag-17-i -32.92711216
Ag-17-j -32.92069947
Ag-17-lit -33.31544524
Ag-17-l -32.90978161
Ag-17-m -32.89321668
Ag-17-n -32.88536518
Ag-17-p -32.768346
Ag-17-s -32.73299457
Ag-17-t -32.70136193
Ag-17-u -32.68818329
Ag-17-v -32.67924121
Ag-17-w -32.43016895
Ag-17-x -31.94678159
Ag-17-y -31.86862698
Ag-18-a -35.9342824
Ag-18-c -35.91103449
Ag-18-d -35.90634858
Ag-18-e -35.88124225
Ag-18-g -35.70754644
Ag-18-h -35.69273284
Ag-18-i -35.52989534
Ag-18-j -35.39298016
Ag-18-k -35.27263613
Ag-18-lit -35.94692688
Ag-18-l -35.26875017
Ag-18-m -35.24142115
Ag-18-n -35.18317404
Ag-18-o -34.9338288
Ag-18-p -34.71771691
Ag-18-q -34.59887958
Ag-18-r -34.59261389
Ag-18-s -34.58485856
Ag-18-t -34.57217842
Ag-18-u -34.49875528
Ag-18-v -34.48972918
Ag-18-w -34.40615176
Ag-18-x -34.12960941
Ag-18-y -33.97923756
Ag-19-a -38.05042588
Ag-19-c -38.01094499
Ag-19-d -37.96195715
Ag-19-e -37.86926151
Ag-19-g -37.78282781
Ag-19-h -37.65250492
Ag-19-i -37.43014007
Ag-19-k -37.40688506
Ag-19-lit -38.1076238
Ag-19-l -37.39604859
Ag-19-m -37.37101456
Ag-19-n -37.35669232
Ag-19-o -37.34960256
Ag-19-q -37.29873107
Ag-19-r -37.29780599
Ag-19-s -37.25351867
Ag-19-t -37.16678904
Ag-19-u -37.04132454
Ag-19-v -37.03984257
Ag-19-w -36.94763981
Ag-19-x -36.84971463
Ag-19-y -36.73613549
Ag-20-a -40.712045
Ag-20-c -40.47701459
Ag-20-d -40.45764159
Ag-20-f -40.31707424
Ag-20-g -40.25380489
Ag-20-h -40.20610421
Ag-20-i -40.18301849
Ag-20-k -40.11679564
Ag-20-lit -40.45096367
Ag-20-m -40.09699601
Ag-20-o -39.7719925
Ag-20-p -39.6608836
Ag-20-q -39.64916625
Ag-20-r -39.4668265
Ag-20-s -39.44070666
Ag-20-t -39.3122589
Ag-20-u -39.30665838
Ag-20-v -39.22701149
Ag-20-w -39.13501862
Ag-20-x -38.87312801
Ag-21-a -42.47798031
Ag-21-b -42.35327324
Ag-21-d -42.30595293
Ag-21-e -42.11684532
Ag-21-f -42.01404231
Ag-21-h -41.96340867
Ag-21-i -41.95125951
Ag-21-j -41.9495916
Ag-21-k -41.92447334
Ag-21-lit -42.47798031
Ag-21-l -41.91840675
Ag-21-m -41.91769341
Ag-21-n -41.88181221
Ag-21-o -41.84151864
Ag-21-p -41.83189201
Ag-21-s -41.68102435
Ag-21-u -41.27684508
Ag-21-v -41.1917939
Ag-21-w -41.16998816
Ag-21-x -40.90932384
Ag-21-y -40.73638627
Ag-22-a -44.39864866
Ag-22-b -44.31631077
Ag-22-d -44.2470379
Ag-22-e -44.23853452
Ag-22-f -44.22106793
Ag-22-g -44.18818105
Ag-22-h -44.17936655
Ag-22-i -44.16874651
Ag-22-j -44.12543734
Ag-22-k -44.11936364
Ag-22-lit -44.39864866
Ag-22-l -44.11017776
Ag-22-m -44.10248168
Ag-22-n -43.98589745
Ag-22-o -43.89348165
Ag-22-p -43.84819525
Ag-22-q -43.77198723
Ag-22-r -43.71720723
Ag-22-s -43.71714197
Ag-22-t -43.63519591
Ag-22-u -43.61537496
Ag-22-v -43.52775554
Ag-22-w -43.49670831
Ag-22-x -43.38750035
Ag-22-y -43.33783292
Ag-23-a -46.61936192
Ag-23-c -46.35844652
Ag-23-d -46.25774358
Ag-23-e -46.23889397
Ag-23-f -46.22771303
Ag-23-g -46.20179038
Ag-23-h -46.19654771
Ag-23-i -46.18731476
Ag-23-j -46.17381315
Ag-23-k -46.15895495
Ag-23-lit -46.28533929
Ag-23-l -46.12818433
Ag-23-m -46.11620752
Ag-23-n -46.10256422
Ag-23-o -46.07650357
Ag-23-p -45.99421317
Ag-23-q -45.98893493
Ag-23-r -45.95177586
Ag-23-s -45.94298875
Ag-23-t -45.92720715
Ag-23-u -45.89791425
Ag-23-v -45.86243318
Ag-23-w -45.69395906
Ag-23-x -45.66667851
Ag-23-y -45.55829556
Ag-24-a -48.77496682
Ag-24-b -48.75957989
Ag-24-c -48.71730363
Ag-24-d -48.70551542
Ag-24-e -48.67571194
Ag-24-f -48.64302313
Ag-24-g -48.64197436
Ag-24-h -48.63017243
Ag-24-i -48.59271497
Ag-24-j -48.54760297
Ag-24-k -48.54539856
Ag-24-lit -48.77496682
Ag-24-l -48.52156563
Ag-24-m -48.4840987
Ag-24-n -48.46403419
Ag-24-o -48.39939965
Ag-24-p -48.39308298
Ag-24-q -48.38111298
Ag-24-r -48.38091662
Ag-24-s -48.36776494
Ag-24-t -48.36096898
Ag-24-u -48.29045077
Ag-24-v -48.2274634
Ag-24-w -48.03257822
Ag-24-x -47.99153128
Ag-24-y -47.9415731
Ag-25-a -51.00575418
Ag-25-b -50.93327227
Ag-25-c -50.92475845
Ag-25-d -50.90377883
Ag-25-e -50.85756082
Ag-25-f -50.82017251
Ag-25-g -50.67743469
Ag-25-h -50.66742125
Ag-25-i -50.61048731
Ag-25-j -50.49903225
Ag-25-k -50.47948252
Ag-25-lit -51.00575418
Ag-25-l -50.44264796
Ag-25-m -50.4203675
Ag-25-n -50.3322807
Ag-25-o -50.31558263
Ag-25-p -50.27993745
Ag-25-q -50.22056318
Ag-25-r -50.19816641
Ag-25-s -50.19265588
Ag-25-t -50.08498533
Ag-25-u -49.956214
Ag-25-v -49.94332581
Ag-25-w -49.87702863
Ag-25-x -49.86205458
Ag-25-y -49.70848925
Ag-26-a -53.73126417
Ag-26-b -53.59808947
Ag-26-c -53.52128516
Ag-26-d -53.51558132
Ag-26-e -53.40629217
Ag-26-f -53.39810209
Ag-26-g -53.37152043
Ag-26-h -53.32597806
Ag-26-i -53.32000191
Ag-26-j -53.28059083
Ag-26-k -53.24694839
Ag-26-lit -53.73126417
Ag-26-l -53.23349205
Ag-26-m -53.22133551
Ag-26-n -53.19627701
Ag-26-o -53.14502004
Ag-26-p -53.0927554
Ag-26-q -53.02593742
Ag-26-r -53.02298649
Ag-26-s -52.98641423
Ag-26-t -52.98314013
Ag-26-u -52.92471438
Ag-26-v -52.86907174
Ag-26-w -52.82164011
Ag-26-x -52.52871544
Ag-26-y -52.39586171
Ag-27-a -55.98195895
Ag-27-b -55.92144541
Ag-27-c -55.82131323
Ag-27-d -55.8045227
Ag-27-e -55.74377604
Ag-27-f -55.62353202
Ag-27-g -55.6200765
Ag-27-h -55.55344232
Ag-27-k -55.47777215
Ag-27-lit -55.98195895
Ag-27-l -55.47693952
Ag-27-m -55.47149424
Ag-27-n -55.45343935
Ag-27-o -55.43632821
Ag-27-p -55.26989335
Ag-27-q -55.15628493
Ag-27-r -55.15607963
Ag-27-s -55.14717521
Ag-27-t -55.11890603
Ag-27-u -55.06779271
Ag-27-v -55.05779894
Ag-27-w -54.79795433
Ag-27-x -54.55897166
Ag-27-y -54.45307551
Ag-28-a -58.22493094
Ag-28-b -58.15814914
Ag-28-c -58.11865704
Ag-28-d -57.97088043
Ag-28-e -57.96282653
Ag-28-f -57.96067852
Ag-28-g -57.91278907
Ag-28-h -57.90330729
Ag-28-i -57.88151011
Ag-28-j -57.78739814
Ag-28-k -57.7229817
Ag-28-lit -58.22493094
Ag-28-l -57.68647658
Ag-28-m -57.63527437
Ag-28-n -57.60682579
Ag-28-o -57.59971744
Ag-28-p -57.54448322
Ag-28-q -57.53646959
Ag-28-r -57.52326546
Ag-28-s -57.4590683
Ag-28-t -57.41857295
Ag-28-v -57.35494161
Ag-28-x -56.99458179
Ag-28-y -56.90808109
Ag-29-a -60.55061508
Ag-29-b -60.37637881
Ag-29-c -60.33010211
Ag-29-d -60.28268154
Ag-29-e -60.25071535
Ag-29-f -60.08611212
Ag-29-g -60.06949752
Ag-29-h -59.99773558
Ag-29-i -59.95113762
Ag-29-j -59.89113207
Ag-29-k -59.87591974
Ag-29-lit -60.55061508
Ag-29-l -59.81045806
Ag-29-m -59.75655193
Ag-29-n -59.72972463
Ag-29-o -59.67533567
Ag-29-p -59.64644139
Ag-29-q -59.61372193
Ag-29-r -59.49387459
Ag-29-s -59.49242524
Ag-29-t -59.42209747
Ag-29-u -59.40009111
Ag-29-v -59.06762196
Ag-29-w -58.81677077
Ag-29-x -57.75547933
Ag-29-y -57.13192628
Ag-30-a -62.91556319
Ag-30-c -62.64113821
Ag-30-d -62.57958846
Ag-30-e -62.57066391
Ag-30-f -62.55718278
Ag-30-g -62.55129135
Ag-30-h -62.51834045
Ag-30-i -62.50407658
Ag-30-j -62.37172491
Ag-30-k -62.29642741
Ag-30-lit -62.91556319
Ag-30-l -62.23836498
Ag-30-m -62.2377212
Ag-30-n -62.18076118
Ag-30-o -62.13395677
Ag-30-p -62.00981924
Ag-30-q -61.97195373
Ag-30-r -61.91663212
Ag-30-s -61.66245829
Ag-30-t -61.66000386
Ag-30-u -61.6239842
Ag-30-v -61.54082919
Ag-30-w -61.53976865
Ag-30-x -61.39505187
Ag-30-y -61.12764973
Ag-31-a -65.02857744
Ag-31-b -64.98717075
Ag-31-c -64.97401114
Ag-31-d -64.90392617
Ag-31-e -64.90122097
Ag-31-f -64.87521705
Ag-31-g -64.84264603
Ag-31-h -64.82264876
Ag-31-i -64.80250756
Ag-31-j -64.79030103
Ag-31-k -64.75543433
Ag-31-lit -65.02857744
Ag-31-l -64.74672591
Ag-31-m -64.65244079
Ag-31-n -64.64466091
Ag-31-o -64.54199894
Ag-31-p -64.22286401
Ag-31-q -64.12998067
Ag-31-r -63.82536339
Ag-31-s -63.58713236
Ag-31-t -63.419221
Ag-31-u -63.40448225
Ag-31-v -62.86318613
Ag-31-w -62.76268345
Ag-31-x -62.63502202
Ag-31-y -62.43501049
Ag-32-a -67.39740919
Ag-32-b -67.28357834
Ag-32-c -67.23109779
Ag-32-d -67.18096924
Ag-32-e -67.16560798
Ag-32-f -67.14703837
Ag-32-g -67.11029624
Ag-32-h -67.09500334
Ag-32-i -66.96292345
Ag-32-j -66.909387
Ag-32-k -66.90777887
Ag-32-lit -67.47673772
Ag-32-l -66.85022421
Ag-32-m -66.84716256
Ag-32-n -66.75274848
Ag-32-o -66.75023791
Ag-32-p -66.736296
Ag-32-q -66.70731114
Ag-32-r -66.63244176
Ag-32-s -66.5400306
Ag-32-t -66.538627
Ag-32-u -66.31997806
Ag-32-v -65.96853218
Ag-32-w -65.96323187
Ag-32-x -65.6811608
Ag-32-y -65.22698759
Ag-33-a -70.10137155
Ag-33-b -69.71671609
Ag-33-d -69.62625427
Ag-33-e -69.60728038
Ag-33-f -69.58296859
Ag-33-h -69.50751695
Ag-33-i -69.50539792
Ag-33-j -69.41326494
Ag-33-k -69.29914296
Ag-33-lit -70.10137155
Ag-33-l -69.26621588
Ag-33-m -69.22742998
Ag-33-n -69.17818865
Ag-33-o -69.15634698
Ag-33-p -68.72040921
Ag-33-q -68.61396151
Ag-33-r -68.41202122
Ag-33-s -68.40244332
Ag-33-t -68.10788106
Ag-33-u -68.01293414
Ag-33-v -67.62674398
Ag-33-w -67.53743238
Ag-33-x -66.69568955
Ag-33-y -66.19699622
Ag-34-a -73.07930337
Ag-34-c -72.02838425
Ag-34-d -72.00096836
Ag-34-e -71.98635533
Ag-34-f -71.88398684
Ag-34-g -71.86680996
Ag-34-h -71.86409086
Ag-34-i -71.78391749
Ag-34-j -71.74172793
Ag-34-k -71.73359682
Ag-34-lit -73.07930337
Ag-34-l -71.65815669
Ag-34-m -71.61481908
Ag-34-n -71.57117555
Ag-34-o -71.53015908
Ag-34-p -71.40123586
Ag-34-q -71.26705024
Ag-34-r -71.25013999
Ag-34-s -71.18455816
Ag-34-t -71.04544189
Ag-34-u -70.98762415
Ag-34-v -70.8704572
Ag-34-w -70.50831971
Ag-34-x -70.11163785
Ag-34-y -69.49882095
Ag-35-a -74.56984424
Ag-35-b -74.46382868
Ag-35-c -74.43196665
Ag-35-d -74.27486445
Ag-35-e -74.25928766
Ag-35-f -74.12823234
Ag-35-g -73.90820412
Ag-35-h -73.89547898
Ag-35-i -73.56754518
Ag-35-j -73.5390736
Ag-35-k -73.3084268
Ag-35-lit -74.95366765
Ag-35-l -73.15378621
Ag-35-m -72.95135914
Ag-35-n -72.91694347
Ag-35-o -72.89837637
Ag-35-p -72.85942117
Ag-35-q -72.76537783
Ag-35-r -72.70952183
Ag-35-s -72.68522085
Ag-35-t -72.64589378
Ag-35-u -72.58632809
Ag-35-v -72.55262057
Ag-35-w -72.49030144
Ag-35-x -71.98293636
Ag-35-y -70.93772444
Ag-36-a -77.27000477
Ag-36-b -77.13463799
Ag-36-c -76.9415326
Ag-36-d -76.89439635
Ag-36-e -76.81081481
Ag-36-f -76.8072506
Ag-36-g -76.6690886
Ag-36-h -76.6229504
Ag-36-i -76.54808733
Ag-36-j -76.49399515
Ag-36-k -76.42464255
Ag-36-lit -76.88045668
Ag-36-l -76.36314193
Ag-36-m -76.18419121
Ag-36-n -76.16539394
Ag-36-o -76.03113353
Ag-36-p -75.98440178
Ag-36-q -75.87467201
Ag-36-r -75.73692452
Ag-36-s -75.5980462
Ag-36-t -75.11231299
Ag-36-u -74.9608856
Ag-36-v -74.90772218
Ag-36-w -74.87422782
Ag-36-x -74.41064675
Ag-36-y -73.65644232
Ag-37-a -79.45263299
Ag-37-b -79.2592232
Ag-37-f -79.07377842
Ag-37-g -79.06720521
Ag-37-h -79.04521404
Ag-37-i -79.02486933
Ag-37-j -78.99389072
Ag-37-k -78.98483219
Ag-37-lit -79.6847776
Ag-37-l -78.81092474
Ag-37-n -78.76150584
Ag-37-o -78.72365534
Ag-37-p -78.68138706
Ag-37-q -78.67500371
Ag-37-r -78.66713116
Ag-37-t -78.62601079
Ag-37-u -78.53880323
Ag-37-v -78.4793298
Ag-37-w -78.36580914
Ag-37-x -78.10737572
Ag-37-y -77.79800455
Ag-38-a -81.59178994
Ag-38-b -81.5684346
Ag-38-c -81.48039141
Ag-38-d -81.44333542
Ag-38-e -81.41199035
Ag-38-f -81.29024851
Ag-38-g -81.28569266
Ag-38-h -81.26358425
Ag-38-i -81.22701857
Ag-38-j -81.19451985
Ag-38-k -81.183627
Ag-38-lit -81.86332356
Ag-38-l -81.13681143
Ag-38-m -81.04848772
Ag-38-n -81.02352121
Ag-38-o -81.00995727
Ag-38-p -80.99593505
Ag-38-q -80.98999276
Ag-38-s -80.90110948
Ag-38-t -80.78750252
Ag-38-u -80.70048696
Ag-38-v -80.59744567
Ag-38-w -80.58551325
Ag-38-x -80.55066111
Ag-38-y -80.51057815
Ag-39-a -83.89932832
Ag-39-b -83.69225968
Ag-39-c -83.64263393
Ag-39-d -83.6145841
Ag-39-e -83.50616051
Ag-39-f -83.48643527
Ag-39-g -83.45667423
Ag-39-h -83.44940023
Ag-39-i -83.42965733
Ag-39-k -83.22179029
Ag-39-lit -84.23675351
Ag-39-l -83.2160875
Ag-39-m -83.21602467
Ag-39-n -83.18149496
Ag-39-o -83.1780618
Ag-39-p -83.145243
Ag-39-q -83.14497728
Ag-39-r -83.10944514
Ag-39-s -83.07751758
Ag-39-t -83.01219161
Ag-39-u -83.00553607
Ag-39-v -82.91954506
Ag-39-w -82.76130258
Ag-39-x -82.6079306
Ag-39-y -82.30867831
Ag-40-a -86.16390553
Ag-40-b -86.00506643
Ag-40-c -85.99912812
Ag-40-d -85.92925505
Ag-40-e -85.91897363
Ag-40-f -85.84620469
Ag-40-g -85.82891346
Ag-40-h -85.81642368
Ag-40-i -85.80169262
Ag-40-j -85.77525832
Ag-40-k -85.76878016
Ag-40-lit -86.2885839
Ag-40-l -85.65621183
Ag-40-m -85.64685206
Ag-40-n -85.62315394
Ag-40-o -85.6218472
Ag-40-p -85.58406207
Ag-40-q -85.51339646
Ag-40-r -85.4678458
Ag-40-s -85.36865669
Ag-40-t -85.35830243
Ag-40-u -85.33849725
Ag-40-v -85.33416255
Ag-40-w -85.15321016
Ag-40-x -85.13714898
Ag-40-y -83.96369411
Ag-41-a -88.36060058
Ag-41-b -88.29503857
Ag-41-c -88.21766413
Ag-41-d -88.15565684
Ag-41-e -88.08370369
Ag-41-f -88.03731479
Ag-41-g -87.99341459
Ag-41-h -87.98903502
Ag-41-i -87.93435415
Ag-41-j -87.90663265
Ag-41-k -87.90651255
Ag-41-lit -88.9343884
Ag-41-l -87.89867486
Ag-41-m -87.87589233
Ag-41-n -87.86318679
Ag-41-o -87.81582915
Ag-41-p -87.69173931
Ag-41-q -87.68576931
Ag-41-r -87.65086461
Ag-41-s -87.4733257
Ag-41-t -87.46607382
Ag-41-u -87.42802502
Ag-41-v -87.35148109
Ag-41-w -87.34282544
Ag-41-x -87.05169987
Ag-41-y -87.01166755
Ag-42-a -90.7936771
Ag-42-b -90.66402799
Ag-42-c -90.58079004
Ag-42-d -90.53199666
Ag-42-e -90.51924502
Ag-42-f -90.50308632
Ag-42-g -90.42598358
Ag-42-h -90.34572837
Ag-42-i -90.29829222
Ag-42-j -90.2614703
Ag-42-k -90.23081569
Ag-42-lit -91.49632918
Ag-42-l -90.22856525
Ag-42-m -90.2032085
Ag-42-n -90.17573301
Ag-42-o -90.11693546
Ag-42-p -90.10295569
Ag-42-q -90.06834101
Ag-42-r -90.02600966
Ag-42-s -89.93832105
Ag-42-t -89.89836663
Ag-42-u -89.87741703
Ag-42-v -89.8450608
Ag-42-w -89.74080307
Ag-42-x -89.6602522
Ag-42-y -89.62037483
Ag-43-a -93.23519895
Ag-43-b -92.93282699
Ag-43-c -92.92547034
Ag-43-d -92.75776943
Ag-43-e -92.67206728
Ag-43-f -92.62695375
Ag-43-g -92.6037679
Ag-43-h -92.54339308
Ag-43-j -92.50450223
Ag-43-k -92.41184246
Ag-43-lit -93.60699945
Ag-43-l -92.38600701
Ag-43-m -92.35525326
Ag-43-n -92.33951879
Ag-43-o -92.30513576
Ag-43-p -92.26838165
Ag-43-q -92.25888349
Ag-43-r -92.16183385
Ag-43-s -92.12194951
Ag-43-t -92.10153337
Ag-43-u -92.04131836
Ag-43-v -91.90105347
Ag-43-w -91.83439425
Ag-43-x -91.72845585
Ag-43-y -89.21614527
Ag-44-a -95.52267545
Ag-44-b -95.51662478
Ag-44-c -95.26628506
Ag-44-d -95.19238989
Ag-44-e -95.14193166
Ag-44-f -95.06386842
Ag-44-g -95.06280465
Ag-44-h -94.99354006
Ag-44-i -94.96705335
Ag-44-j -94.94388132
Ag-44-k -94.88235204
Ag-44-lit -95.90392408
Ag-44-l -94.85753861
Ag-44-m -94.83901417
Ag-44-n -94.69578035
Ag-44-o -94.60835001
Ag-44-p -94.6064875
Ag-44-q -94.58722762
Ag-44-r -94.5764654
Ag-44-s -94.57137796
Ag-44-t -94.5565124
Ag-44-u -94.54162687
Ag-44-v -94.51721491
Ag-44-w -94.49151241
Ag-44-x -94.48127755
Ag-44-y -94.2644234
Ag-45-a -98.16820533
Ag-45-b -97.5194152
Ag-45-c -97.35696722
Ag-45-d -97.35687393
Ag-45-e -97.32209841
Ag-45-f -97.26228703
Ag-45-g -97.25254276
Ag-45-h -97.24661259
Ag-45-i -97.22833414
Ag-45-j -97.18460947
Ag-45-k -97.14087677
Ag-45-lit -98.36632591
Ag-45-l -97.11329504
Ag-45-m -97.09094805
Ag-45-n -97.08782682
Ag-45-o -97.06725321
Ag-45-p -96.9908228
Ag-45-q -96.94117021
Ag-45-r -96.81967842
Ag-45-s -96.81853918
Ag-45-t -96.69539552
Ag-45-u -96.69204847
Ag-45-v -96.63229974
Ag-45-w -96.62591385
Ag-45-x -96.55232045
Ag-45-y -96.22190101
Ag-46-a -100.12772585
Ag-46-b -99.88349654
Ag-46-c -99.88077469
Ag-46-d -99.80089852
Ag-46-e -99.662103
Ag-46-f -99.61149386
Ag-46-g -99.59124927
Ag-46-h -99.55887776
Ag-46-i -99.55159543
Ag-46-j -99.48124131
Ag-46-k -99.45003949
Ag-46-lit -100.95342148
Ag-46-l -99.44564985
Ag-46-m -99.43163399
Ag-46-n -99.39074059
Ag-46-o -99.3673817
Ag-46-p -99.33583702
Ag-46-q -99.32690526
Ag-46-r -99.31045497
Ag-46-s -99.30231568
Ag-46-t -99.29308825
Ag-46-u -99.1980621
Ag-46-v -99.18293297
Ag-46-w -99.16341737
Ag-46-x -99.09381551
Ag-46-y -98.98315368
Ag-47-a -102.34158125
Ag-47-b -102.30253872
Ag-47-c -102.1617953
Ag-47-d -102.08391146
Ag-47-e -102.02582548
Ag-47-f -102.02272056
Ag-47-g -101.99955
Ag-47-h -101.98498746
Ag-47-i -101.97536016
Ag-47-j -101.94418334
Ag-47-k -101.90509949
Ag-47-lit -103.52152907
Ag-47-l -101.88993227
Ag-47-m -101.88742138
Ag-47-n -101.79507741
Ag-47-o -101.76948248
Ag-47-p -101.76522593
Ag-47-q -101.74743698
Ag-47-r -101.71065351
Ag-47-s -101.52803128
